,Address,Property Type, Price ,Beds,Bath, Square Feet ,Brokerages,Borough,Zipcode,Neighborhood,Neighborhood Safety Rating,Longitude,Latitude,Down Payment,Mortgage Rate,Years,Loan Amount,Loan Payment per month,Property Tax Per Month,Homeowner Insurance, Utility ,Total Payments,Reccomended Occupancy,Maximum Occupancy,Perception
0,"2 E 55th St Unit 803New York, NY 10022",Condo ,"$315,000.00 ",2,2,"1,400", Douglas Elliman  ,Manhattan,10022,Gramercy Park,A,-73.9744834,40.761255,"$63,000.00 ",6.75%,30,"$252,000.00 ","$1,634.47 ",$319.87 ,$65.63 ,"$1,000 ","$3,019.96 ",4,9,
1,"Central Park Tower Penthouse-217 W 57th New York St Unit PenthouseNew York, NY 10019",Condo ,"$195,000,000.00 ",7,10,"17,545", Serhant,Manhattan,10019,Chelsea,A,-73.9809909,40.7663935,"$39,000,000.00 ",6.75%,30,"$156,000,000.00 ","$1,011,813.03 ","$198,012.75 ","$40,625.00 ",$205 ,"$1,250,655.78 ",14,37,
2,"620 Sinclair AveStaten Island, NY 10312",House ,"$260,000.00 ",4,2,"2,015", Sowae Corp,Staten Island,10312,South Shore,A,-74.1961086,40.5418051,"$52,000.00 ",6.75%,30,"$208,000.00 ","$1,349.08 ",$264.02 ,$54.17 ,"$1,700 ","$3,367.27 ",8,13,
3,"2 E 55th St Unit 908W33Manhattan, NY 10022",Condo ,"$69,000.00 ",3,1,445, COMPASS,Manhattan,10022,Gramercy Park,A,-73.9746128,40.7613979,"$13,800.00 ",6.75%,30,"$55,200.00 ",$358.03 ,$70.07 ,$14.38 ,$600 ,"$1,042.47 ",6,4,
4,"5 E 64th StNew York, NY 10065",Townhouse ,"$55,000,000.00 ",7,2.5,"14,175", Sotheby's International Realty ,Manhattan,10065,Upper East Side,A,-73.9698561,40.7672235,"$11,000,000.00 ",6.75%,30,"$44,000,000.00 ","$285,383.16 ","$55,849.75 ","$11,458.33 ",$205 ,"$352,896.25 ",14,79,
5,"584 Park PlBrooklyn, NY 11238",House ,"$690,000.00 ",5,2,"4,004", Sowae Corp,Brooklyn,11238,Central Brooklyn,C,-73.9587248,40.6743632,"$138,000.00 ",6.75%,30,"$552,000.00 ","$3,580.26 ",$700.66 ,$143.75 ,$205 ,"$4,629.67 ",10,25,
6,"157 W 126th St Unit 1BNew York, NY 10027",Condo ,"$899,500.00 ",2,2,"2,184", Douglas Elliman ,Manhattan,10027,Central Harlem,C,-73.946777,40.809448,"$179,900.00 ",6.75%,30,"$719,600.00 ","$4,667.31 ",$913.40 ,$187.40 ,"$1,000 ","$6,768.11 ",4,14,
7,"177 Benedict RdStaten Island, NY 10304",House ,"$16,800,000.00 ",8,16,"33,000", Connie Profaci Realty,Staten Island,10304,Stapleton,D,-74.1064235,40.5950017,"$3,360,000.00 ",6.75%,30,"$13,440,000.00 ","$87,171.58 ","$17,059.56 ","$3,500.00 ",$600 ,"$108,331.14 ",16,46,
8,"875 Morrison Ave Apt 3MBronx, NY 10473",Co-op ,"$265,000.00 ",1,1,750, Pantiga Group Inc.,Bronx,10473,Southeast Bronx,D,-73.8740892,40.8215857,"$53,000.00 ",6.75%,30,"$212,000.00 ","$1,375.03 ",$269.09 ,$55.21 ,$205 ,"$1,904.33 ",2,6,
9,"1350 Ocean Pkwy Apt 5GBrooklyn, NY 11230",Co-op ,"$440,000.00 ",2,1,978, CENTURY 21,Brooklyn,11230,Borough Park,B,-73.9696944,40.6157378,"$88,000.00 ",6.75%,30,"$352,000.00 ","$2,283.07 ",$446.80 ,$91.67 ,"$1,000 ","$3,821.53 ",4,8,
10,"800 Grand Concourse Apt 2JSBronx, NY 10451",Co-op ,"$375,000.00 ",2,1,850, Engel & Volkers Americas,Bronx,10451,High Bridge,D,-73.9229829,40.8248699,"$75,000.00 ",6.75%,30,"$300,000.00 ","$1,945.79 ",$380.79 ,$78.13 ,"$1,000 ","$3,404.71 ",4,7,
11,"456 Van Name AveStaten Island, NY 10303",Townhouse ,"$689,000.00 ",3,2.5,"1,162", RE MAX,Staten Island,10303,Port Richmond,C,-74.1553058,40.6249962,"$137,800.00 ",6.75%,30,"$551,200.00 ","$3,575.07 ",$699.65 ,$143.54 ,"$1,000 ","$5,418.26 ",6,6,
12,"34-41 85th St Unit 1DJackson Heights, NY 11372",Co-op ,"$259,000.00 ",3,1,"2,184", COMPASS,Queens,11372,West Queens,C,-73.8818757,40.7531191,"$51,800.00 ",6.75%,30,"$207,200.00 ","$1,343.90 ",$263.00 ,$53.96 ,$600 ,"$2,260.86 ",6,18,
13,"91-15 Lamont Ave Unit 6DElmhurst, NY 11373",Co-op ,"$430,000.00 ",2,2,"2,184", Jamie & Connie Real Estate Grp,Queens,11373,West Queens,C,-73.8745722,40.7438639,"$86,000.00 ",6.75%,30,"$344,000.00 ","$2,231.18 ",$436.64 ,$89.58 ,$600 ,"$3,357.40 ",4,14,
14,"61 Jane St Apt 6NNew York, NY 10014",Co-op ,"$895,000.00 ",3,1,"2,184", Corcoran,Manhattan,10014,Soho,A,-74.0058899,40.7382981,"$179,000.00 ",6.75%,30,"$716,000.00 ","$4,643.96 ",$908.83 ,$186.46 ,$600 ,"$6,339.25 ",6,18,
15,"4654 Amboy Rd Unit 2BStaten Island, NY 10312",Condo ,"$549,000.00 ",2,2,"1,000", Awaye Realty,Staten Island,10312,South Shore,A,-74.1671632,40.5406209,"$109,800.00 ",6.75%,30,"$439,200.00 ","$2,848.64 ",$557.48 ,$114.38 ,$550 ,"$4,070.50 ",4,6,
16,"28-31 Hobart StWoodside, NY 11377",Townhouse ,"$975,000.00 ",3,2,"1,734", Realty Executives Today,Queens,11377,West Queens,C,-73.9056672,40.7607676,"$195,000.00 ",6.75%,30,"$780,000.00 ","$5,059.07 ",$990.06 ,$203.13 ,$600 ,"$6,852.25 ",6,11,
17,"9430 Ridge Blvd Apt 6DBrooklyn, NY 11209",Co-op ,"$199,000.00 ",3,1,325, Dorsa Group Realty,Brooklyn,11209,Southwest Brooklyn,B,-74.0369047,40.6181029,"$39,800.00 ",6.75%,30,"$159,200.00 ","$1,032.57 ",$202.07 ,$41.46 ,$600 ,"$1,876.10 ",6,3,
18,"5800 Arlington Ave Apt 21ABronx, NY 10471",Co-op ,"$350,000.00 ",1,1,700, Coldwell Banker Realty,Bronx,10471,Riverdale,A,-73.9065578,40.9073699,"$70,000.00 ",6.75%,30,"$280,000.00 ","$1,816.07 ",$355.41 ,$72.92 ,$205 ,"$2,449.40 ",2,6,
19,"92-29 Queens Blvd Unit 3HRego Park, NY 11374",Condo ,"$599,000.00 ",2,2,974, Keller Williams,Queens,11374,West Central Queens,B,-73.8670804,40.7324713,"$119,800.00 ",6.75%,30,"$479,200.00 ","$3,108.08 ",$608.25 ,$124.79 ,$550 ,"$4,391.13 ",4,6,
20,"27 Clove WayStaten Island, NY 10301",House ,"$639,999.00 ",3,2,"1,260", Radiant Estates LLC,Staten Island,10301,Stapleton,D,-74.1114362,40.6207403,"$127,999.80 ",6.75%,30,"$511,999.20 ","$3,320.82 ",$649.89 ,$133.33 ,$600 ,"$4,704.04 ",6,8,
21,"10724 71st Rd Apt 9FForest Hills, NY 11375",Condo ,"$1,300,000.00 ",2,2,"1,244"," Apaus, Inc",Queens,11375,West Central Queens,B,-73.8430513,40.7202429,"$260,000.00 ",6.75%,30,"$1,040,000.00 ","$6,745.42 ","$1,320.09 ",$270.83 ,$600 ,"$8,936.34 ",4,8,
22,"1038 Throggs Neck Expy Unit SrBronx, NY 10465",Multi-family home ,"$1,100,000.00 ",6,3,"2,837", Keller Williams,Bronx,10465,Southeast Bronx,D,-73.8221101,40.8343936,"$220,000.00 ",6.75%,30,"$880,000.00 ","$5,707.66 ","$1,117.00 ",$229.17 ,$205 ,"$7,258.82 ",12,14,
23,"165 Cromwell Ave Apt 2BStaten Island, NY 10304",Condo ,"$349,900.00 ",1,1,651, Martino Realty Group,Staten Island,10304,Stapleton,D,-74.0958034,40.5902064,"$69,980.00 ",6.75%,30,"$279,920.00 ","$1,815.56 ",$355.31 ,$72.90 ,$600 ,"$2,843.76 ",2,5,
24,"280 Loretto StStaten Island, NY 10307",House ,"$750,000.00 ",2,2,"1,330", Elizabeth Marra,Staten Island,10307,South Shore,A,-74.2396555,40.5039785,"$150,000.00 ",6.75%,30,"$600,000.00 ","$3,891.59 ",$761.59 ,$156.25 ,$375 ,"$5,184.43 ",4,8,
25,"149-07 85 RdBriarwood, NY 11435",Multi-family home ,"$1,690,000.00 ",6,4,"2,200", CENTURY 21,Queens,11435,Jamaica,D,-73.809486,40.710749,"$338,000.00 ",6.75%,30,"$1,352,000.00 ","$8,769.05 ","$1,716.11 ",$352.08 ,$375 ,"$11,212.24 ",12,9,
26,"35-45 81st St Unit E1Queens, NY 11372",Co-op ,"$325,000.00 ",1,1,"2,184"," Nest Seekers International, Long Island",Queens,11372,West Queens,C,-73.8851355,40.7505078,"$65,000.00 ",6.75%,30,"$260,000.00 ","$1,686.36 ",$330.02 ,$67.71 ,$600 ,"$2,684.08 ",2,18,
27,"2361 81st StBrooklyn, NY 11214",Multi-family home ,"$2,250,000.00 ",12,2.5,"5,670", CENTURY 21,Brooklyn,11214,Southwest Brooklyn,B,-73.9869399,40.602654,"$450,000.00 ",6.75%,30,"$1,800,000.00 ","$11,674.77 ","$2,284.76 ",$468.75 ,$600 ,"$15,028.28 ",24,32,
28,"33-24 Junction Blvd Unit 6RJackson Heights, NY 11372",Co-op ,"$230,000.00 ",1,1,"2,184", Du Chris Realty,Queens,11372,West Queens,C,-73.8734231,40.7557689,"$46,000.00 ",6.75%,30,"$184,000.00 ","$1,193.42 ",$233.55 ,$47.92 ,$600 ,"$2,074.89 ",2,18,
29,"310-312 Hillside AveStaten Island, NY 10304",Multi-family home ,"$1,299,888.00 ",10,6,"3,156", Ashford Homes,Staten Island,10304,Stapleton,D,-74.0869554,40.6155667,"$259,977.60 ",6.75%,30,"$1,039,910.40 ","$6,744.84 ","$1,319.97 ",$270.81 ,$550 ,"$8,885.62 ",20,10,
31,"47 Lynn CtStaten Island, NY 10314",Condo ,"$329,000.00 ",1,2,794, Get Listed Get Sold NYC,Staten Island,10314,Mid Island,B,-74.1504313,40.6210398,"$65,800.00 ",6.75%,30,"$263,200.00 ","$1,707.11 ",$334.08 ,$68.54 ,$600 ,"$2,709.73 ",2,5,
32,"366 Union Ave Unit 4Staten Island, NY 10303",Multi-family home ,"$1,300,000.00 ",10,8,"5,040", RJM Realty Empire Inc.,Staten Island,10303,Port Richmond,C,-74.1581613,40.6274381,"$260,000.00 ",6.75%,30,"$1,040,000.00 ","$6,745.42 ","$1,320.09 ",$270.83 ,$205 ,"$8,541.34 ",20,13,
33,"544 Hinsdale StBrooklyn, NY 11207",Multi-family home ,"$848,000.00 ",5,4,"2,080", RE MAX,Brooklyn,11207,East New York,F,-73.898309,40.6615475,"$169,600.00 ",6.75%,30,"$678,400.00 ","$4,400.09 ",$861.10 ,$176.67 ,$205 ,"$5,642.86 ",10,9,
34,"1801 Ocean Ave Apt 4ABrooklyn, NY 11230",Co-op ,"$279,000.00 ",1,1,750, H P Greenfield Real Estate Ltd,Brooklyn,11230,Borough Park,B,-73.9546305,40.6179165,"$55,800.00 ",6.75%,30,"$223,200.00 ","$1,447.67 ",$283.31 ,$58.13 ,$375 ,"$2,164.11 ",2,6,
35,"1238 63rd St Unit 432Brooklyn, NY 11219",Condo ,"$528,000.00 ",1,1,602, Ashford Homes LLC,Brooklyn,11219,Borough Park,B,-74.0016198,40.6275896,"$105,600.00 ",6.75%,30,"$422,400.00 ","$2,739.68 ",$536.16 ,$110.00 ,$375 ,"$3,760.84 ",2,5,
36,"310-312 Hillside AveStaten Island, NY 10304",Multi-family home ,"$1,299,888.00 ",11,4,"3,156", Ashford Homes,Staten Island,10304,Stapleton,D,-74.0869554,40.6155667,"$259,977.60 ",6.75%,30,"$1,039,910.40 ","$6,744.84 ","$1,319.97 ",$270.81 ,$375 ,"$8,710.62 ",22,13,
37,"44-55 Kissena Blvd Unit 5FFlushing, NY 11355",Co-op ,"$275,000.00 ",1,1,"2,184", E Realty International Corp,Queens,11355,North Queens,B,-73.8211834,40.7528774,"$55,000.00 ",6.75%,30,"$220,000.00 ","$1,426.92 ",$279.25 ,$57.29 ,$600 ,"$2,363.46 ",2,18,
38,"338 Berry St Apt 4EBrooklyn, NY 11249",Condo ,"$1,165,000.00 ",1,1,815, Corcoran,Brooklyn,11249,Williamsburg,B,-73.9649468,40.711969,"$233,000.00 ",6.75%,30,"$932,000.00 ","$6,044.93 ","$1,183.00 ",$242.71 ,$375 ,"$7,845.64 ",2,7,
39,"10 Simon CtStaten Island, NY 10307",Multi-family home ,"$1,199,000.00 ",6,5,"3,290", Staten Island Homes Realty Corp,Staten Island,10307,South Shore,A,-74.2361135,40.5159256,"$239,800.00 ",6.75%,30,"$959,200.00 ","$6,221.35 ","$1,217.52 ",$249.79 ,"$1,000 ","$8,688.67 ",12,12,
40,"229 W Tremont Ave Unit ABronx, NY 10453",Multi-family home ,"$700,000.00 ",6,2,"3,053", Exp Realty,Bronx,10453,Central Bronx,D,-73.9176871,40.852813,"$140,000.00 ",6.75%,30,"$560,000.00 ","$3,632.15 ",$710.82 ,$145.83 ,"$3,000 ","$7,488.80 ",12,19,
41,"2226 63rd StBrooklyn, NY 11204",Multi-family home ,"$2,150,000.00 ",8,4,"3,200", CENTURY 21,Brooklyn,11204,Borough Park,B,-73.9795824,40.614446,"$430,000.00 ",6.75%,30,"$1,720,000.00 ","$11,155.89 ","$2,183.22 ",$447.92 ,$375 ,"$14,162.02 ",16,13,
42,"86-05 91st AveWoodhaven, NY 11421",Multi-family home ,"$1,280,000.00 ",7,5,"2,460", E Realty International Corp,Queens,11421,Southwest Queens,B,-73.856322,40.688312,"$256,000.00 ",6.75%,30,"$1,024,000.00 ","$6,641.64 ","$1,299.78 ",$266.67 ,$205 ,"$8,413.09 ",14,9,
43,"828 Gerard Ave Apt 5FBronx, NY 10451",Co-op ,"$199,900.00 ",1,1,"2,184", Brown Harris Stevens,Bronx,10451,High Bridge,D,-73.9256625,40.8260352,"$39,980.00 ",6.75%,30,"$159,920.00 ","$1,037.24 ",$202.99 ,$41.65 ,$375 ,"$1,656.87 ",2,18,
44,"43-40 Union St Unit 3DFlushing, NY 11355",Co-op ,"$369,000.00 ",2,1,"2,184", Winzone Realty Inc,Queens,11355,North Queens,B,-73.8209077,40.753455,"$73,800.00 ",6.75%,30,"$295,200.00 ","$1,914.66 ",$374.70 ,$76.88 ,$600 ,"$2,966.24 ",4,18,
45,"111-31 141st StJamaica, NY 11435",Multi-family home ,"$699,000.00 ",4,3,"1,591", Prestige Homes Ny Inc,Queens,11435,Jamaica,D,-73.8027331,40.6847504,"$139,800.00 ",6.75%,30,"$559,200.00 ","$3,626.96 ",$709.80 ,$145.63 ,$600 ,"$5,082.39 ",8,8,
46,"123 Prince St Unit 1Manhattan, NY 10012",Co-op ,"$4,250,000.00 ",3,2,"2,400", Brown Harris Stevens,Manhattan,10012,Soho,A,-73.9999212,40.725464,"$850,000.00 ",6.75%,30,"$3,400,000.00 ","$22,052.34 ","$4,315.66 ",$885.42 ,$600 ,"$27,853.41 ",6,15,
47,"32-39 Jordan StFlushing, NY 11358",Multi-family home ,"$825,000.00 ",2,2,"2,184", Weichert Realtors TMT Group,Queens,11358,North Queens,B,-73.789417,40.768457,"$165,000.00 ",6.75%,30,"$660,000.00 ","$4,280.75 ",$837.75 ,$171.88 ,"$1,400 ","$6,690.37 ",4,14,
48,"55 Austin Pl Apt 4LStaten Island, NY 10304",Condo ,"$329,000.00 ",2,1,837, American Homes Group,Staten Island,10304,Stapleton,D,-74.0856344,40.6315346,"$65,800.00 ",6.75%,30,"$263,200.00 ","$1,707.11 ",$334.08 ,$68.54 ,$600 ,"$2,709.73 ",4,7,
49,"17 S Greenleaf AveStaten Island, NY 10314",Multi-family home ,"$889,000.00 ",2,2,"1,520", Wonica REALTORS & Appraisers,Staten Island,10314,Mid Island,B,-74.1259917,40.6233188,"$177,800.00 ",6.75%,30,"$711,200.00 ","$4,612.83 ",$902.74 ,$185.21 ,$600 ,"$6,300.77 ",4,10,
50,"101-55 112th StRichmond Hill South, NY 11419",Multi-family home ,"$769,000.00 ",2,2,"2,184", First Class Homes Inc,Queens South,11419,nan,,-73.8309133,40.6868333,"$153,800.00 ",6.75%,30,"$615,200.00 ","$3,990.18 ",$780.88 ,$160.21 ,$600 ,"$5,531.26 ",4,14,
51,"66 Bay 22nd StBrooklyn, NY 11214",Multi-family home ,"$1,200,000.00 ",4,2,"2,536", Exp Realty,Brooklyn,11214,Southwest Brooklyn,B,-74.0012526,40.6042861,"$240,000.00 ",6.75%,30,"$960,000.00 ","$6,226.54 ","$1,218.54 ",$250.00 ,$375 ,"$8,070.08 ",8,16,
52,"350 Richmond Ter Apt 3MStaten Island, NY 10301",Co-op ,"$220,500.00 ",2,1,900, VYLLA HOME,Staten Island,10301,Stapleton,D,-74.0847983,40.6481488,"$44,100.00 ",6.75%,30,"$176,400.00 ","$1,144.13 ",$223.91 ,$45.94 ,"$1,000 ","$2,413.97 ",4,8,
53,"259 80th StBrooklyn, NY 11209",Multi-family home ,"$1,999,000.00 ",3,3,"2,739", RE MAX,Brooklyn,11209,Southwest Brooklyn,B,-74.0297598,40.6281691,"$399,800.00 ",6.75%,30,"$1,599,200.00 ","$10,372.38 ","$2,029.88 ",$416.46 ,$600 ,"$13,418.72 ",6,14,
54,"240 Centre St Unit 2MNew York, NY 10013",Co-op ,"$3,250,000.00 ",2,2,"1,300", Douglas Elliman  ,Manhattan,10013,Soho,A,-73.9980266,40.7199716,"$650,000.00 ",6.75%,30,"$2,600,000.00 ","$16,863.55 ","$3,300.21 ",$677.08 ,$600 ,"$21,440.85 ",4,8,
55,"473 Hicks St Apt 4Brooklyn, NY 11231",Condo ,"$1,650,000.00 ",2,2,"1,267", Douglas Elliman  ,Brooklyn,11231,Northwest Brooklyn,A,-73.9997131,40.6866098,"$330,000.00 ",6.75%,30,"$1,320,000.00 ","$8,561.49 ","$1,675.49 ",$343.75 ,"$1,000 ","$11,580.74 ",4,8,
56,"342 Manhattan StStaten Island, NY 10307",Multi-family home ,"$1,049,000.00 ",4,4,"2,554"," Homes R Us Realty of NY, Inc.",Staten Island,10307,South Shore,A,-74.2417531,40.5016233,"$209,800.00 ",6.75%,30,"$839,200.00 ","$5,443.04 ","$1,065.21 ",$218.54 ,$375 ,"$7,101.78 ",8,11,
57,"1191 Clove RdStaten Island, NY 10301",House ,"$998,800.00 ",3,4,"2,400", American Homes Group,Staten Island,10301,Stapleton,D,-74.103996,40.6175,"$199,760.00 ",6.75%,30,"$799,040.00 ","$5,182.56 ","$1,014.23 ",$208.08 ,$600 ,"$7,004.87 ",6,10,
58,"Waldron AveStaten Island, NY 10301",House ,"$998,800.00 ",3,4,"2,400", American Homes Group,Staten Island,10301,Stapleton,D,-74.1019085,40.618648,"$199,760.00 ",6.75%,30,"$799,040.00 ","$5,182.56 ","$1,014.23 ",$208.08 ,$375 ,"$6,779.87 ",6,10,
59,"184 Lincoln Pl Unit 2Brooklyn, NY 11217",For sale,"$3,150,000.00 ",3,2,"1,952", DEGI ,Brooklyn,11217,Northwest Brooklyn,A,-73.9742051,40.6754035,"$630,000.00 ",6.75%,30,"$2,520,000.00 ","$16,344.67 ","$3,198.67 ",$656.25 ,$205 ,"$20,404.59 ",6,12,
60,"263 W End Ave Apt 14CManhattan, NY 10023",Co-op ,"$849,000.00 ",1,1,"2,184", Brown Harris Stevens ,Manhattan,10023,Upper East Side,A,-73.9846328,40.7802357,"$169,800.00 ",6.75%,30,"$679,200.00 ","$4,405.28 ",$862.12 ,$176.88 ,$205 ,"$5,649.27 ",2,18,
61,"50 Brighton 1 Rd Unit 5HBrooklyn, NY 11235",Co-op ,"$559,500.00 ",1,1,800, Piastro Realty LLC,Brooklyn,11235,South Brooklyn,C,-73.9669983,40.5751942,"$111,900.00 ",6.75%,30,"$447,600.00 ","$2,903.13 ",$568.14 ,$116.56 ,$550 ,"$4,137.83 ",2,7,
62,"333 E 66th St Apt 8ENew York, NY 10065",Co-op ,"$750,000.00 ",1,1,835, Douglas Elliman ,Manhattan,10065,Upper East Side,A,-73.9593578,40.7643711,"$150,000.00 ",6.75%,30,"$600,000.00 ","$3,891.59 ",$761.59 ,$156.25 ,$205 ,"$5,014.43 ",2,7,
63,"150 Rivington St Apt 3GNew York, NY 10002",Condo ,"$1,900,000.00 ",2,2,"1,029", Douglas Elliman ,Manhattan,10002,Lower East Side,B,-73.9856438,40.7193408,"$380,000.00 ",6.75%,30,"$1,520,000.00 ","$9,858.69 ","$1,929.36 ",$395.83 ,$600 ,"$12,783.88 ",4,6,
64,"1105 Cortelyou Rd # 301Brooklyn, NY 11218",Condo ,"$1,250,000.00 ",2,2,"1,201", Corcoran,Brooklyn,11218,Borough Park,B,-73.9676099,40.6400234,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$600 ,"$8,615.71 ",4,8,
65,"737 Bergen St Apt 1BBrooklyn, NY 11238",Condo ,"$1,395,000.00 ",2,2,"1,182", COMPASS,Brooklyn,11238,Central Brooklyn,C,-73.9643728,40.6787789,"$279,000.00 ",6.75%,30,"$1,116,000.00 ","$7,238.35 ","$1,416.55 ",$290.63 ,$375 ,"$9,320.53 ",4,7,
66,"83-55 Woodhaven Blvd Unit 1AWoodhaven, NY 11421",Co-op ,"$198,000.00 ",1,1,"2,184", Monticello Real Estate Group,Queens,11421,Southwest Queens,B,-73.8535466,40.700309,"$39,600.00 ",6.75%,30,"$158,400.00 ","$1,027.38 ",$201.06 ,$41.25 ,$550 ,"$1,819.69 ",2,18,
67,"35 Center PlStaten Island, NY 10306",Contingent,"$619,888.00 ",3,2,"1,400", Better Homes and Gardens Real Estate Safari Realty,Staten Island,10306,South Shore,A,-74.1002521,40.5632116,"$123,977.60 ",6.75%,30,"$495,910.40 ","$3,216.47 ",$629.47 ,$129.14 ,$600 ,"$4,575.07 ",6,9,
68,"205 Wiman AveStaten Island, NY 10308",Multi-family home ,"$1,489,000.00 ",6,2.5,"3,780", Ashford Homes,Staten Island,10308,South Shore,A,-74.1450877,40.5395319,"$297,800.00 ",6.75%,30,"$1,191,200.00 ","$7,726.10 ","$1,512.01 ",$310.21 ,$600 ,"$10,148.31 ",12,21,
69,"4 E 79th StNew York, NY 10075",Townhouse ,"$65,000,000.00 ",3,2.5,"15,200", Sotheby's International Realty ,Manhattan,10075,Upper East Side,A,-73.9633167,40.7765613,"$13,000,000.00 ",6.75%,30,"$52,000,000.00 ","$337,271.01 ","$66,004.25 ","$13,541.67 ","$3,000 ","$419,816.93 ",6,84,
70,"924 Lafayette Ave Unit PhBrooklyn, NY 11221",Condo ,"$1,595,000.00 ",3,3,"1,413", Serhant,Brooklyn,11221,Williamsburg,B,-73.935444,40.6915139,"$319,000.00 ",6.75%,30,"$1,276,000.00 ","$8,276.11 ","$1,619.64 ",$332.29 ,$205 ,"$10,433.05 ",6,7,
71,"1504 Jefferson Ave Unit GardenbBrooklyn, NY 11237",Condo ,"$655,000.00 ",3,2,803, Douglas Elliman ,Brooklyn,11237,Williamsburg,B,-73.9074036,40.6967268,"$131,000.00 ",6.75%,30,"$524,000.00 ","$3,398.65 ",$665.12 ,$136.46 ,$375 ,"$4,575.23 ",6,5,
